Jugador,Defensa,Media Min,Media PTS,Media REB,Media AST,%FG Media
Ayo Dosunmu,Shai Gilgeous-Alexander,24.133333333333333,4.5,3.5,3.0,0.25
Ayo Dosunmu,Stephen Curry,38.94166666666666,13.0,2.0,6.0,0.524
Ayo Dosunmu,T.J. McConnell,33.58333333333333,11.0,4.0,4.0,0.474
Ayo Dosunmu,Terance Mann,32.666666666666664,10.333333333333334,3.0,4.0,0.379
Ayo Dosunmu,Terry Rozier,34.46111111111111,15.333333333333334,3.0,2.0,0.731
Ayo Dosunmu,Tobias Harris,28.95555555555556,15.0,2.3333333333333335,4.333333333333333,0.581
Ayo Dosunmu,Trae Young,27.05,11.0,1.6666666666666667,5.0,0.519
Ayo Dosunmu,Tyrese Haliburton,37.579166666666666,16.0,3.75,4.75,0.545
Ayo Dosunmu,Tyrese Maxey,25.891666666666666,6.0,2.0,1.0,0.417
Bam Adebayo,Al Horford,36.4875,23.0,8.25,4.25,0.523
Bam Adebayo,Alex Sarr,31.075,25.5,14.5,3.5,0.475
Bam Adebayo,Alperen Sengun,33.294444444444444,18.0,10.333333333333334,2.3333333333333335,0.571
Bam Adebayo,Anthony Davis,33.016666666666666,15.25,10.0,6.75,0.469
Bam Adebayo,Brook Lopez,32.964285714285715,20.142857142857142,10.0,4.714285714285714,0.517
Bam Adebayo,Chet Holmgren,33.75,15.0,10.5,5.0,0.4
Bam Adebayo,Clint Capela,38.878571428571426,19.714285714285715,10.142857142857142,5.0,0.552
Bam Adebayo,Daniel Gafford,32.47083333333333,15.0,7.5,2.25,0.429
Bam Adebayo,Deandre Ayton,33.6125,21.25,10.5,3.5,0.611
Bam Adebayo,Domantas Sabonis,36.39166666666667,20.166666666666668,9.666666666666666,4.666666666666667,0.51
Bam Adebayo,Giannis Antetokounmpo,35.50555555555555,22.0,11.0,3.0,0.491
Bam Adebayo,Goga Bitadze,36.32222222222222,16.333333333333332,8.666666666666666,4.666666666666667,0.429
Bam Adebayo,Isaiah Hartenstein,33.855555555555554,14.666666666666666,10.666666666666666,1.0,0.633
Bam Adebayo,Ivica Zubac,36.02916666666667,24.25,12.75,3.0,0.529
Bam Adebayo,Jakob Poeltl,36.577777777777776,16.0,14.0,7.0,0.383
Bam Adebayo,Jalen Duren,35.485416666666666,18.375,9.375,2.625,0.584
Bam Adebayo,Jaren Jackson Jr.,34.48888888888889,19.666666666666668,9.333333333333334,3.6666666666666665,0.407
Bam Adebayo,Jarrett Allen,33.07142857142857,20.0,9.285714285714286,3.2857142857142856,0.591
Bam Adebayo,Jaylen Wells,31.975,22.0,6.5,2.5,0.439
Bam Adebayo,Jayson Tatum,32.483333333333334,21.5,8.5,5.0,0.469
Bam Adebayo,Joel Embiid,29.316666666666666,11.5,9.75,2.25,0.396
Bam Adebayo,John Collins,35.358333333333334,25.5,11.5,3.0,0.607
Bam Adebayo,Jonas Valanciunas,32.84583333333333,20.0,8.5,1.25,0.635
Bam Adebayo,Josh Giddey,36.725,22.5,7.0,3.0,0.529
Bam Adebayo,Justin Edwards,30.758333333333333,17.0,10.0,4.5,0.433
Bam Adebayo,Jusuf Nurkic,33.483333333333334,16.4,9.2,3.6,0.446
Bam Adebayo,Karl-Anthony Towns,33.44166666666666,11.5,5.0,4.0,0.421
Bam Adebayo,Kevon Looney,36.81111111111111,20.666666666666668,8.666666666666666,3.6666666666666665,0.61
Bam Adebayo,Kristaps Porzingis,33.760000000000005,24.2,9.6,2.6,0.489
Bam Adebayo,Kyle Kuzma,37.59444444444444,23.666666666666668,11.666666666666666,2.6666666666666665,0.509
Bam Adebayo,Luke Kornet,32.99166666666667,12.0,8.5,3.5,0.36
Bam Adebayo,Mark Williams,33.61666666666667,17.5,8.5,4.0,0.467
Bam Adebayo,Marvin Bagley III,35.775000000000006,21.5,12.5,3.5,0.536
Bam Adebayo,Mason Plumlee,35.46666666666667,21.0,11.25,5.5,0.531
Bam Adebayo,Miles Bridges,35.1,17.0,9.0,5.0,0.462
Bam Adebayo,Mitchell Robinson,37.05,15.75,8.5,3.25,0.453
Bam Adebayo,Mouhamed Gueye,36.125,17.0,7.0,2.0,0.56
Bam Adebayo,Myles Turner,32.98888888888889,21.88888888888889,9.555555555555555,3.2222222222222223,0.518
Bam Adebayo,Nic Claxton,34.75555555555555,17.333333333333332,10.333333333333334,4.166666666666667,0.478
Bam Adebayo,Nick Richards,34.0,18.0,10.5,5.0,0.441
Bam Adebayo,Nikola Jokic,34.33888888888889,19.333333333333332,8.333333333333334,3.0,0.436
Bam Adebayo,Nikola Vucevic,34.21333333333333,21.8,9.8,4.6,0.575
Bam Adebayo,Onyeka Okongwu,34.93333333333334,26.0,10.5,3.0,0.564
Bam Adebayo,Pascal Siakam,33.45,14.0,7.0,4.0,0.6
Bam Adebayo,Paul Reed,37.80833333333334,24.5,14.0,4.5,0.621
Bam Adebayo,Rudy Gobert,35.825,16.75,7.5,5.0,0.415
Bam Adebayo,Thomas Bryant,38.54166666666667,26.5,13.5,1.5,0.59
Bam Adebayo,Victor Wembanyama,27.0,13.0,8.0,3.5,0.565
Bam Adebayo,Walker Kessler,30.399999999999995,11.666666666666666,8.0,2.6666666666666665,0.379
Bam Adebayo,Wendell Carter Jr.,31.154166666666665,14.25,8.0,3.75,0.489
Bam Adebayo,Zaccharie Risacher,36.62777777777777,15.333333333333334,8.0,2.6666666666666665,0.529
Bam Adebayo,Zach Collins,33.30833333333334,18.0,10.0,5.0,0.484
Ben Sheppard,Terry Rozier,27.433333333333334,5.5,3.5,2.5,0.333
Ben Sheppard,Tyler Herro,27.433333333333334,5.5,3.5,2.5,0.333
Ben Simmons,Anfernee Simons,29.941666666666666,3.5,10.5,9.5,0.333
Ben Simmons,CJ McCollum,28.358333333333334,5.0,5.5,7.0,0.556
Ben Simmons,Collin Sexton,30.475,14.5,6.0,9.5,0.545
Ben Simmons,Darius Garland,27.008333333333333,6.0,6.0,6.75,0.5
Ben Simmons,De'Anthony Melton,30.549999999999997,11.5,6.0,8.0,0.643
Ben Simmons,Derrick White,25.25,2.5,7.5,10.5,0.125
Ben Simmons,Donovan Mitchell,27.008333333333333,6.0,6.0,6.75,0.5
Ben Simmons,Franz Wagner,17.65,3.5,5.0,3.0,0.25
Ben Simmons,Fred VanVleet,32.43333333333334,8.0,7.5,6.5,0.667
Ben Simmons,Gary Trent Jr.,28.70555555555556,7.333333333333333,5.333333333333333,6.0,0.688
Ben Simmons,Gradey Dick,28.45,7.0,3.5,6.5,0.4
Ben Simmons,Herbert Jones,28.358333333333334,5.0,5.5,7.0,0.556
Ben Simmons,Immanuel Quickley,22.816666666666666,2.0,3.0,5.0,0.25
Ben Simmons,Jaden Ivey,22.59166666666667,2.0,4.5,7.5,0.25
Ben Simmons,Jalen Suggs,28.46666666666667,5.0,7.0,7.5,0.625
Ben Simmons,Jevon Carter,31.333333333333336,8.0,8.0,8.5,0.5
Ben Simmons,Jordan Poole,23.983333333333334,8.5,3.5,9.5,0.615
Ben Simmons,Josh Hart,23.416666666666664,2.0,5.5,6.5,0.25
Ben Simmons,Jrue Holiday,28.916666666666668,7.0,7.333333333333333,8.333333333333334,0.429
Ben Simmons,Kentavious Caldwell-Pope,28.46666666666667,5.0,7.0,7.5,0.625
Ben Simmons,Kyle Lowry,31.658333333333335,4.0,9.0,6.0,0.444
Ben Simmons,Kyrie Irving,26.366666666666667,9.5,9.5,7.5,0.6
Ben Simmons,LaMelo Ball,27.258333333333333,6.5,6.5,5.0,0.75
Ben Simmons,Luka Doncic,29.944444444444446,8.666666666666666,9.0,6.666666666666667,0.545
Ben Simmons,Marcus Smart,25.46666666666667,4.0,7.0,8.0,0.5
Ben Simmons,Mike Conley,25.958333333333332,5.0,8.5,3.0,0.385
Ben Simmons,OG Anunoby,23.416666666666664,2.0,5.5,6.5,0.25
Ben Simmons,Scottie Barnes,32.391666666666666,11.0,5.0,6.0,0.625
Ben Simmons,Terry Rozier,27.258333333333333,6.5,6.5,5.0,0.75
Ben Simmons,Tre Jones,27.891666666666666,11.5,6.5,8.0,0.588
Ben Simmons,Tyler Herro,31.005555555555556,4.0,6.666666666666667,7.0,0.455
Ben Simmons,Tyrese Haliburton,34.94166666666666,14.5,7.0,6.0,0.733
Ben Simmons,Zach LaVine,28.04444444444444,7.666666666666667,8.666666666666666,6.333333333333333,0.611
Bennedict Mathurin,De'Aaron Fox,37.08333333333333,28.0,4.0,4.0,0.6
Bennedict Mathurin,DeMar DeRozan,28.75,9.5,6.0,2.0,0.3
Bennedict Mathurin,Dean Wade,27.227777777777778,14.666666666666666,2.3333333333333335,2.0,0.486
Bennedict Mathurin,Deni Avdija,32.75,21.0,7.0,4.0,0.452
Bennedict Mathurin,Draymond Green,37.849999999999994,13.0,3.5,1.5,0.3
Bennedict Mathurin,Evan Mobley,29.572222222222223,12.0,3.3333333333333335,3.3333333333333335,0.441
Bennedict Mathurin,Franz Wagner,31.25,19.0,9.666666666666666,1.3333333333333333,0.389
Bennedict Mathurin,Giannis Antetokounmpo,35.483333333333334,23.666666666666668,9.666666666666666,1.6666666666666667,0.463
Bennedict Mathurin,Gordon Hayward,27.09166666666667,13.0,4.0,3.5,0.476
Bennedict Mathurin,Harrison Barnes,22.924999999999997,18.5,3.0,0.5,0.625
Bennedict Mathurin,Haywood Highsmith,31.82777777777778,13.666666666666666,6.0,1.3333333333333333,0.455
Bennedict Mathurin,Immanuel Quickley,34.625,21.5,5.5,5.0,0.4
Bennedict Mathurin,Jalen Williams,30.758333333333333,15.5,5.5,1.5,0.391
Bennedict Mathurin,Jaylen Brown,20.166666666666668,5.0,1.0,1.0,0.455
Bennedict Mathurin,Jayson Tatum,25.425,10.5,3.25,1.25,0.531
Bennedict Mathurin,Jimmy Butler III,24.6,9.0,2.0,0.5,0.389
Bennedict Mathurin,John Collins,31.029166666666665,15.25,4.25,2.0,0.471
Bennedict Mathurin,Josh Green,34.288888888888884,15.666666666666666,6.666666666666667,2.3333333333333335,0.415
Bennedict Mathurin,Kevin Durant,35.79166666666667,14.5,6.0,3.0,0.458
Bennedict Mathurin,Kevin Huerter,37.08333333333333,28.0,4.0,4.0,0.6
Bennedict Mathurin,Kevin Love,32.925,14.5,8.0,1.5,0.476
Bennedict Mathurin,Khris Middleton,36.641666666666666,25.5,10.0,2.0,0.528
Bennedict Mathurin,Kyle Kuzma,32.541666666666664,17.0,5.0,4.5,0.37
Bennedict Mathurin,Luguentz Dort,30.758333333333333,15.5,5.5,1.5,0.391
Bennedict Mathurin,OG Anunoby,34.84166666666667,26.5,5.0,1.0,0.696
Bennedict Mathurin,Ochai Agbaji,37.53333333333333,19.5,6.0,2.5,0.471
Bennedict Mathurin,P.J. Washington,29.729166666666664,14.0,6.5,3.75,0.458
Bennedict Mathurin,Patrick Williams,26.191666666666666,11.5,3.5,2.0,0.304
Bennedict Mathurin,Quentin Grimes,34.625,21.5,5.5,5.0,0.4
Bennedict Mathurin,RJ Barrett,37.641666666666666,25.5,6.0,3.0,0.581
Bennedict Mathurin,Sam Hauser,30.683333333333334,16.0,5.5,1.5,0.571
Bennedict Mathurin,Stephon Castle,22.924999999999997,18.5,3.0,0.5,0.625
Bennedict Mathurin,Tim Hardaway Jr.,36.95833333333333,21.0,2.0,1.5,0.5
Bennedict Mathurin,Tobias Harris,25.772222222222222,11.0,1.6666666666666667,0.6666666666666666,0.433
Bennedict Mathurin,Toumani Camara,34.375,18.0,8.5,2.5,0.48
Bennedict Mathurin,Trey Murphy III,32.766666666666666,10.0,7.5,1.5,0.389
Bennedict Mathurin,Tristan da Silva,34.375,21.5,11.5,0.5,0.417
Bennedict Mathurin,Zach LaVine,29.458333333333336,13.5,4.5,2.5,0.37
Bilal Coulibaly,Dean Wade,37.474999999999994,25.0,6.0,3.0,0.559
Bilal Coulibaly,Derrick Jones Jr.,32.208333333333336,9.0,4.5,1.0,0.316
Bilal Coulibaly,Dillon Brooks,34.7,10.5,3.5,2.0,0.444
Bilal Coulibaly,Draymond Green,36.74166666666667,6.5,5.0,4.5,0.263
Bilal Coulibaly,Evan Mobley,28.45,12.0,5.0,2.5,0.472
Bilal Coulibaly,Franz Wagner,32.55,13.5,5.0,3.5,0.611
Bilal Coulibaly,Giannis Antetokounmpo,33.30833333333334,5.5,3.5,4.0,0.333
Bilal Coulibaly,Harrison Barnes,36.74166666666666,8.0,5.5,3.5,0.429
Bilal Coulibaly,Isaac Okoro,35.45,16.5,6.5,4.5,0.44
Bilal Coulibaly,Jalen Johnson,36.391666666666666,18.0,9.0,2.5,0.6
Bilal Coulibaly,Jalen Williams,29.71666666666667,10.5,5.0,1.5,0.318
Bilal Coulibaly,Jaren Jackson Jr.,29.78333333333333,13.5,4.0,3.5,0.455
Bilal Coulibaly,Jaylen Brown,33.43,12.6,6.2,3.8,0.344
Bilal Coulibaly,Jayson Tatum,33.43,12.6,6.2,3.8,0.344
Bilal Coulibaly,Jimmy Butler III,34.891666666666666,16.5,6.0,1.5,0.6
Bilal Coulibaly,Josh Green,33.06666666666667,17.0,6.5,5.0,0.379
Bilal Coulibaly,Josh Hart,33.99166666666667,12.0,4.5,6.0,0.333
Bilal Coulibaly,Kentavious Caldwell-Pope,33.30833333333334,7.5,1.5,4.0,0.353
Bilal Coulibaly,Kevin Durant,30.358333333333334,6.5,2.0,1.0,0.364
Bilal Coulibaly,Luguentz Dort,29.71666666666667,10.5,5.0,1.5,0.318
Bilal Coulibaly,Max Strus,23.775,9.5,3.5,2.5,0.538
Bilal Coulibaly,Miles Bridges,33.06666666666667,17.0,6.5,5.0,0.379
Bilal Coulibaly,Nick Smith Jr.,35.43333333333334,21.5,6.0,3.0,0.441
Bilal Coulibaly,Nikola Jovic,34.891666666666666,16.5,6.0,1.5,0.6
Bilal Coulibaly,OG Anunoby,33.99166666666667,12.0,4.5,6.0,0.333
Bilal Coulibaly,Patrick Williams,18.941666666666666,3.5,1.5,3.5,0.3
Bilal Coulibaly,Santi Aldama,31.84166666666667,10.5,4.0,3.5,0.333
Bilal Coulibaly,Vasilije Micic,32.175,18.5,4.5,1.5,0.565
Bilal Coulibaly,Zaccharie Risacher,36.83333333333333,13.0,8.0,2.0,0.323
Bilal Coulibaly,Zach LaVine,18.941666666666666,3.5,1.5,3.5,0.3
Bismack Biyombo,Alperen Sengun,24.926666666666666,5.4,5.6,1.0,0.524
Bismack Biyombo,Anthony Davis,22.958333333333336,4.0,7.75,2.0,0.533
Bismack Biyombo,Domantas Sabonis,19.266666666666666,3.0,4.5,1.0,0.75
Bismack Biyombo,Ivica Zubac,21.316666666666666,7.0,7.333333333333333,1.6666666666666667,0.562
Bismack Biyombo,Jalen Duren,21.005555555555556,1.3333333333333333,6.666666666666667,2.6666666666666665,0.25
Bismack Biyombo,Jarrett Allen,20.975,7.0,8.0,1.0,0.778
Bismack Biyombo,Jonas Valanciunas,24.145833333333332,8.0,4.75,0.5,0.75
Bismack Biyombo,Jusuf Nurkic,23.308333333333334,4.0,4.5,1.0,0.4
Bismack Biyombo,Kessler Edwards,17.0,3.5,5.5,0.5,1.0
Bismack Biyombo,Myles Turner,23.766666666666666,7.0,9.5,1.5,0.438
Bismack Biyombo,Nikola Jokic,18.941666666666666,3.0,4.0,1.0,0.3
Bismack Biyombo,Rudy Gobert,24.325,7.5,4.0,1.5,0.8
Bismack Biyombo,Yves Missi,26.575,10.0,11.0,0.5,0.692
Blake Wesley,Jaden Ivey,27.225,10.0,5.0,3.5,0.571
Bobby Portis,Evan Mobley,34.925,22.0,14.5,1.0,0.514
Bobby Portis,Franz Wagner,31.025,16.5,10.5,1.0,0.636
Bobby Portis,Haywood Highsmith,29.549999999999997,13.5,7.0,1.5,0.409
Bobby Portis,Isaac Okoro,34.925,22.0,14.5,1.0,0.514
Bobby Portis,Jimmy Butler III,29.549999999999997,13.5,7.0,1.5,0.409
Bobby Portis,Lauri Markkanen,33.25,24.5,10.5,0.5,0.556
Bobby Portis,Luguentz Dort,31.775,12.5,15.0,2.0,0.333
Bobby Portis,Paolo Banchero,30.8,21.0,10.0,1.6666666666666667,0.7
Bobby Portis,Patrick Williams,34.388888888888886,20.0,11.666666666666666,3.6666666666666665,0.396
Bobby Portis,Scottie Barnes,26.275,14.0,8.0,0.5,0.462
Bobby Portis,Zach LaVine,33.108333333333334,16.5,11.0,5.0,0.343
Bogdan Bogdanovic,Aaron Nesmith,30.57777777777778,15.0,4.0,1.6666666666666667,0.486
Bogdan Bogdanovic,Ausar Thompson,36.06666666666666,18.0,3.5,4.0,0.4
Bogdan Bogdanovic,Bol Bol,35.71666666666667,11.5,4.0,2.5,0.474
Bogdan Bogdanovic,Caleb Martin,39.775,14.0,2.0,1.5,0.312
Bogdan Bogdanovic,Dennis Schroder,35.34444444444444,16.0,4.333333333333333,2.0,0.405
Bogdan Bogdanovic,Derrick White,39.266666666666666,18.0,6.5,4.0,0.378
Bogdan Bogdanovic,Jaden Ivey,30.208333333333332,14.0,1.5,3.5,0.346
Bogdan Bogdanovic,Jaylen Brown,37.31666666666666,17.0,5.0,3.0,0.394
Bogdan Bogdanovic,Killian Hayes,30.599999999999998,17.5,2.0,3.0,0.429
Bogdan Bogdanovic,Mikal Bridges,33.70833333333333,12.0,4.5,2.0,0.308
Bogdan Bogdanovic,Patrick Beverley,35.43333333333334,32.0,7.0,4.5,0.553
Bogdan Bogdanovic,Tre Mann,24.258333333333333,15.5,2.0,7.0,0.524
Bogdan Bogdanovic,Tyler Herro,39.775,14.0,2.0,1.5,0.312
Bogdan Bogdanovic,Vasilije Micic,24.258333333333333,15.5,2.0,7.0,0.524
Bol Bol,Bogdan Bogdanovic,15.541666666666668,4.0,2.5,0.0,0.364
Bol Bol,Buddy Hield,30.416666666666664,15.5,10.0,1.0,0.5
Bol Bol,De'Andre Hunter,24.733333333333334,13.5,5.5,1.0,0.526
Bol Bol,Dean Wade,26.566666666666666,10.5,7.5,2.0,0.389
Bol Bol,Dorian Finney-Smith,27.475,13.5,9.0,0.0,0.688
Bol Bol,Eric Gordon,22.983333333333334,8.5,5.0,0.0,0.455
Bol Bol,Jabari Smith Jr.,22.983333333333334,8.5,5.0,0.0,0.455
Bol Bol,Jaden McDaniels,29.958333333333336,17.5,11.5,2.0,0.533
Bol Bol,Jalen Smith,30.416666666666664,15.5,10.0,1.0,0.5
Bol Bol,Jaren Jackson Jr.,31.058333333333334,20.5,11.0,1.5,0.556
Bol Bol,Jaylen Brown,19.616666666666667,7.5,8.0,0.0,0.429
Bol Bol,Jaylen Wells,26.227777777777778,16.0,7.333333333333333,1.0,0.529
Bol Bol,Kawhi Leonard,21.616666666666667,11.0,5.0,1.5,0.526
Bol Bol,Lamar Stevens,26.566666666666666,10.5,7.5,2.0,0.389
Bol Bol,OG Anunoby,28.766666666666666,14.0,6.5,1.5,0.786
Bol Bol,P.J. Tucker,33.724999999999994,12.0,6.0,2.5,0.55
Bol Bol,P.J. Washington,28.625,12.5,8.0,1.5,0.474
Bol Bol,Pascal Siakam,26.53333333333333,11.333333333333334,6.0,1.6666666666666667,0.778
Bol Bol,Reggie Bullock Jr.,27.475,13.5,9.0,0.0,0.688
Bol Bol,Tobias Harris,33.724999999999994,12.0,6.0,2.5,0.55
Bradley Beal,Alex Caruso,37.099999999999994,18.5,2.5,6.5,0.516
Bradley Beal,Andrew Nembhard,32.77222222222222,17.333333333333332,3.6666666666666665,4.0,0.488
Bradley Beal,Anfernee Simons,34.205555555555556,25.333333333333332,3.0,3.3333333333333335,0.566
Bradley Beal,Anthony Edwards,33.11666666666667,25.75,4.75,3.75,0.575
Bradley Beal,Austin Reaves,26.322222222222223,23.333333333333332,3.3333333333333335,2.3333333333333335,0.568
Bradley Beal,Buddy Hield,36.56666666666667,22.666666666666668,5.0,3.3333333333333335,0.574
Bradley Beal,CJ McCollum,35.2,18.75,5.75,5.25,0.518
Bradley Beal,Cade Cunningham,30.166666666666664,19.5,5.0,5.5,0.517
Bradley Beal,Cam Thomas,35.00833333333333,13.0,2.5,4.5,0.529
Bradley Beal,Christian Braun,37.90555555555556,20.333333333333332,1.0,5.0,0.49
Bradley Beal,Coby White,33.02777777777778,18.666666666666668,4.666666666666667,4.333333333333333,0.417
Bradley Beal,D'Angelo Russell,32.81666666666666,23.0,2.5,3.5,0.581
Bradley Beal,Damian Lillard,34.15555555555556,27.0,3.0,4.0,0.582
Bradley Beal,Darius Garland,33.666666666666664,17.666666666666668,6.333333333333333,5.333333333333333,0.457
Bradley Beal,De'Aaron Fox,27.304166666666667,15.5,2.0,2.75,0.531
Bradley Beal,De'Anthony Melton,33.858333333333334,19.5,3.0,5.5,0.455
Bradley Beal,Dejounte Murray,37.17,22.8,4.0,7.8,0.469
Bradley Beal,Dennis Schroder,24.95555555555556,19.666666666666668,2.6666666666666665,1.6666666666666667,0.524
Bradley Beal,Derrick White,35.13,18.0,2.8,5.6,0.43
Bradley Beal,Desmond Bane,40.075,18.0,5.5,8.0,0.438
Bradley Beal,Devin Vassell,29.416666666666664,11.0,3.0,9.0,0.476
Bradley Beal,Donovan Mitchell,35.644444444444446,18.666666666666668,6.0,5.666666666666667,0.512
Bradley Beal,Fred VanVleet,32.59166666666667,17.0,2.75,5.0,0.429
Bradley Beal,Gary Harris,29.625,16.5,4.5,7.5,0.379
Bradley Beal,Grayson Allen,24.15833333333333,20.5,5.0,3.0,0.462
Bradley Beal,Herbert Jones,35.016666666666666,19.8,5.4,5.0,0.527
Bradley Beal,Immanuel Quickley,37.391666666666666,25.0,3.0,4.5,0.645
Bradley Beal,Jaden Ivey,32.74444444444444,23.666666666666668,5.666666666666667,6.0,0.58
Bradley Beal,Jalen Brunson,25.679166666666667,14.0,2.0,3.75,0.5
Bradley Beal,Jalen Green,27.572222222222223,16.333333333333332,1.6666666666666667,3.0,0.514
Bradley Beal,Jalen Suggs,35.15,17.0,3.0,4.0,0.538
Bradley Beal,Jamal Murray,38.43888888888889,18.0,3.0,6.333333333333333,0.423
Bradley Beal,James Harden,31.016666666666666,16.166666666666668,2.3333333333333335,3.6666666666666665,0.458
Bradley Beal,Jimmy Butler III,33.025000000000006,11.0,3.5,3.5,0.296
Bradley Beal,Joe Harris,34.141666666666666,22.5,4.0,4.5,0.447
Bradley Beal,Jordan Poole,32.81666666666666,38.0,2.5,5.0,0.659
Bradley Beal,Josh Giddey,33.916666666666664,22.2,5.4,4.6,0.5
Bradley Beal,Jrue Holiday,34.62916666666667,20.25,4.25,4.5,0.447
Bradley Beal,Kelly Oubre Jr.,40.15833333333333,29.5,5.0,6.0,0.511
Bradley Beal,Kentavious Caldwell-Pope,36.516666666666666,13.0,5.0,6.5,0.31
Bradley Beal,Kevin Huerter,25.688888888888894,14.0,1.6666666666666667,3.0,0.562
Bradley Beal,Klay Thompson,34.193333333333335,18.0,3.8,3.8,0.419
Bradley Beal,Kris Dunn,25.7,15.0,2.0,4.5,0.44
Bradley Beal,Kyle Lowry,40.00416666666666,20.75,5.25,7.25,0.516
Bradley Beal,Kyrie Irving,38.50833333333333,18.0,4.0,5.0,0.368
Bradley Beal,LeBron James,32.71111111111111,17.666666666666668,2.0,5.0,0.512
Bradley Beal,Luka Doncic,27.17222222222222,15.333333333333334,3.0,3.6666666666666665,0.447
Bradley Beal,Malik Beasley,37.53333333333333,26.5,7.0,5.0,0.568
Bradley Beal,Marcus Smart,36.43333333333333,18.0,4.0,5.666666666666667,0.426
Bradley Beal,Markelle Fultz,31.561111111111114,14.0,4.666666666666667,7.0,0.357
Bradley Beal,Mike Conley,32.71,26.6,4.8,4.0,0.591
Bradley Beal,Patrick Beverley,20.058333333333334,10.0,4.0,4.0,0.444
Bradley Beal,Paul George,34.425,16.0,4.0,2.5,0.56
Bradley Beal,Quentin Grimes,32.05833333333334,17.0,3.0,6.0,0.52
Bradley Beal,Rui Hachimura,32.71111111111111,17.666666666666668,2.0,5.0,0.512
Bradley Beal,Russell Westbrook,36.96666666666667,21.0,3.5,2.5,0.5
Bradley Beal,Scoot Henderson,35.83333333333333,22.0,4.0,3.0,0.586
Bradley Beal,Scottie Barnes,38.65,18.0,4.5,7.5,0.333
Bradley Beal,Shai Gilgeous-Alexander,33.705555555555556,23.666666666666668,6.0,5.666666666666667,0.5
Bradley Beal,Spencer Dinwiddie,33.388888888888886,16.0,1.6666666666666667,4.333333333333333,0.471
Bradley Beal,Stephen Curry,31.887500000000003,16.5,4.0,3.5,0.45
Bradley Beal,Taurean Prince,31.808333333333334,30.5,5.0,3.0,0.605
Bradley Beal,Terance Mann,37.76666666666667,23.666666666666668,4.333333333333333,3.0,0.49
Bradley Beal,Terry Rozier,36.336666666666666,20.2,4.4,7.2,0.461
Bradley Beal,Trae Young,37.19583333333333,25.5,4.0,7.5,0.461
Bradley Beal,Tre Jones,29.555555555555554,14.333333333333334,4.333333333333333,8.333333333333334,0.514
Bradley Beal,Tyler Herro,37.86666666666667,24.0,6.0,7.0,0.508
Bradley Beal,Tyrese Haliburton,34.670833333333334,23.5,4.75,4.75,0.554
Bradley Beal,Tyrese Maxey,35.09583333333333,16.25,3.5,5.5,0.453
Bradley Beal,Zach LaVine,28.855555555555554,15.333333333333334,4.666666666666667,4.666666666666667,0.395
Brandin Podziemski,Andrew Nembhard,30.508333333333333,11.0,8.5,4.5,0.471
Brandin Podziemski,Anfernee Simons,32.475,12.5,7.5,6.0,0.55
Brandin Podziemski,Anthony Edwards,21.725,7.5,4.0,1.0,0.455
Brandin Podziemski,Austin Reaves,33.141666666666666,12.75,7.5,4.25,0.419
Brandin Podziemski,CJ McCollum,29.491666666666667,10.5,6.0,3.5,0.375
Brandin Podziemski,Cam Thomas,23.605555555555554,11.333333333333334,5.333333333333333,2.6666666666666665,0.448
Brandin Podziemski,Christian Braun,30.03333333333333,19.5,6.0,5.0,0.593
Brandin Podziemski,Collin Sexton,32.275,14.5,6.5,7.0,0.5
Brandin Podziemski,D'Angelo Russell,21.094444444444445,5.0,4.666666666666667,1.3333333333333333,0.312
Brandin Podziemski,Damian Lillard,30.349999999999998,16.0,8.0,2.3333333333333335,0.613
Brandin Podziemski,Desmond Bane,25.491666666666667,5.0,5.0,2.5,0.294
Brandin Podziemski,Devin Booker,27.7,17.0,6.0,3.5,0.55
Brandin Podziemski,Fred VanVleet,34.983333333333334,13.0,7.333333333333333,4.333333333333333,0.412
Brandin Podziemski,Herbert Jones,29.491666666666667,10.5,6.0,3.5,0.375
Brandin Podziemski,Jalen Brunson,29.733333333333334,7.0,3.3333333333333335,3.3333333333333335,0.375
Brandin Podziemski,Jalen Green,36.09583333333333,14.25,6.75,4.25,0.412
Brandin Podziemski,Jamal Murray,29.677777777777777,10.0,6.333333333333333,4.666666666666667,0.5
Brandin Podziemski,Jordan Hawkins,34.766666666666666,11.5,7.0,4.5,0.346
Brandin Podziemski,Jose Alvarado,34.766666666666666,11.5,7.0,4.5,0.346
Brandin Podziemski,Kentavious Caldwell-Pope,32.21666666666667,8.333333333333334,6.333333333333333,5.666666666666667,0.36
Brandin Podziemski,Keyonte George,32.275,14.5,6.5,7.0,0.5
Brandin Podziemski,Malik Beasley,31.0,15.5,8.5,3.0,0.619
Brandin Podziemski,Mike Conley,21.725,7.5,4.0,1.0,0.455
Brandin Podziemski,Nick Smith Jr.,28.2,14.5,8.0,2.0,0.455
Brandin Podziemski,Spencer Dinwiddie,35.041666666666664,17.0,8.0,4.0,0.448
Brandin Podziemski,Tyler Herro,29.033333333333335,12.0,3.0,5.0,0.4
Brandin Podziemski,Tyrese Haliburton,30.508333333333333,11.0,8.5,4.5,0.471
Brandin Podziemski,Tyus Jones,30.01111111111111,9.666666666666666,6.0,4.333333333333333,0.4
Brandon Clarke,Dario Saric,21.858333333333334,9.0,5.5,1.0,0.615
Brandon Clarke,Domantas Sabonis,20.299999999999997,7.5,5.5,0.0,0.625
